index,label
403,76561198007735086
404,76561198008038573
405,76561198008049073
406,76561198008059925
407,76561198008126600
408,76561198008544111
409,76561198008597091
410,76561198008608876
411,76561198008631189
412,76561198008854939
413,76561198008896203
414,76561198008984396
415,76561198008986212
416,76561198008987252
417,76561198008988672
418,76561198009146262
419,76561198009184888
420,76561198009258756
421,76561198009409768
422,76561198009622546
423,76561198009719778
424,76561198009797355
425,76561198010009976
426,76561198010014965
427,76561198010112247
428,76561198010286477
429,76561198010344753
430,76561198010351219
431,76561198010405055
432,76561198010426563
433,76561198010438534
434,76561198010491845
435,76561198010495078
436,76561198010611244
437,76561198011099121
438,76561198011242890
439,76561198011336365
440,76561198011442575
441,76561198011511077
442,76561198011522765
443,76561198011604033
444,76561198011643244
445,76561198011703667
446,76561198011745981
447,76561198011766334
448,76561198011829378
449,76561198011846741
450,76561198011851508
451,76561198011900470
452,76561198011910080
453,76561198011918974
454,76561198012051851
455,76561198012086155
456,76561198012120643
457,76561198012131897
458,76561198012231049
459,76561198012384368
460,76561198012440799
461,76561198012445405
462,76561198012457610
463,76561198012477651
464,76561198012530880
465,76561198012616595
466,76561198012776166
467,76561198012784677
468,76561198012791623
469,76561198012823064
470,76561198012999516
471,76561198013010597
472,76561198013023708
473,76561198013037251
474,76561198013158673
475,76561198013390069
476,76561198013431931
477,76561198013441552
478,76561198013457150
479,76561198013540704
480,76561198013734725
481,76561198013833020
482,76561198013884827
483,76561198014020282
484,76561198014150079
485,76561198014154205
486,76561198014175099
487,76561198014278852
488,76561198014381048
489,76561198014421576
490,76561198014454790
491,76561198014572924
492,76561198014752475
493,76561198014768171
494,76561198014773559
495,76561198014821150
496,76561198014906135
497,76561198014960278
498,76561198015009077
499,76561198015080889
500,76561198015131930
501,76561198015133064
502,76561198015162870
503,76561198015281340
504,76561198015288351
505,76561198015363146
506,76561198015434213
507,76561198015539583
508,76561198015571853
509,76561198015643211
510,76561198015691932
511,76561198015719098
512,76561198015772709
513,76561198015880069
514,76561198015902421
515,76561198015935795
516,76561198016000386
517,76561198016176450
518,76561198016240592
519,76561198016254163
520,76561198016374529
521,76561198016397297
522,76561198016461158
523,76561198016535981
524,76561198016549159
525,76561198016599226
526,76561198016700351
527,76561198016891485
528,76561198016941922
529,76561198017017654
530,76561198017055560
531,76561198017059181
532,76561198017136204
533,76561198017357878
534,76561198017483587
535,76561198017510866
536,76561198017553675
537,76561198017844117
538,76561198017852330
539,76561198018037909
540,76561198018093643
541,76561198018094196
542,76561198018161022
543,76561198018252053
544,76561198018252166
545,76561198018339965
546,76561198018359616
547,76561198018428513
548,76561198018523192
549,76561198018546287
550,76561198018582760
551,76561198018632458
552,76561198018684646
553,76561198018722754
554,76561198018888316
555,76561198018923430
556,76561198018953398
557,76561198019196651
558,76561198019327664
559,76561198019339406
560,76561198019534103
561,76561198019550042
562,76561198019691919
563,76561198019776950
564,76561198019807563
565,76561198019846065
566,76561198019893489
567,76561198019956649
568,76561198019992723
569,76561198020001636
570,76561198020177836
571,76561198020209674
572,76561198020229553
573,76561198020259542
574,76561198020288882
575,76561198020444247
576,76561198020564138
577,76561198020787449
578,76561198020876816
579,76561198020878862
580,76561198020978030
581,76561198021198148
582,76561198021220179
583,76561198021230055
584,76561198021235730
585,76561198021330408
586,76561198021357869
587,76561198021361937
588,76561198021469679
589,76561198021623526
590,76561198021702429
591,76561198021791313
592,76561198021839388
593,76561198021864483
594,76561198021954410
595,76561198021985451
596,76561198022241925
597,76561198022414672
598,76561198022438274
599,76561198022467798
600,76561198022522494
601,76561198022617333
602,76561198022697154
603,76561198022701863
604,76561198022712507
605,76561198022796351
606,76561198022887758
607,76561198022896977
608,76561198022910821
609,76561198022998609
610,76561198023140249
611,76561198023222911
612,76561198023237127
613,76561198023263685
614,76561198023285826
615,76561198023317535
616,76561198023432928
617,76561198023493917
618,76561198023507240
619,76561198023507417
620,76561198023566431
621,76561198023597351
622,76561198023866396
623,76561198024152565
624,76561198024156611
625,76561198024212091
626,76561198024254842
627,76561198024303250
628,76561198024333164
629,76561198024469284
630,76561198024552240
631,76561198024570889
632,76561198024624689
633,76561198024661824
634,76561198024751014
635,76561198024763796
636,76561198024845748
637,76561198024874914
638,76561198025017126
639,76561198025166784
640,76561198025421466
641,76561198025457606
642,76561198025549075
643,76561198025584387
644,76561198025753900
645,76561198025771430
646,76561198025875166
647,76561198025986320
648,76561198026002038
649,76561198026129803
650,76561198026205967
651,76561198026241608
652,76561198026277941
653,76561198026451174
654,76561198026476914
655,76561198026482533
656,76561198026496199
657,76561198026546907
658,76561198026558401
659,76561198026651626
660,76561198026714038
661,76561198026737579
662,76561198026739820
663,76561198026849065
664,76561198026872904
665,76561198026988974
666,76561198027022401
667,76561198027085935
668,76561198027091502
669,76561198027117853
670,76561198027199853
671,76561198027239098
672,76561198027341719
673,76561198027374504
674,76561198027377370
675,76561198027548448
676,76561198027551912
677,76561198027640995
678,76561198027674296
679,76561198027790139
680,76561198027828920
681,76561198027883398
682,76561198028031382
683,76561198028097683
684,76561198028232437
685,76561198028269131
686,76561198028300742
687,76561198028337483
688,76561198028436289
689,76561198028458584
690,76561198028478309
691,76561198028497221
692,76561198028567603
693,76561198028630096
694,76561198028776720
695,76561198029021236
696,76561198029122223
697,76561198029151559
698,76561198029173772
699,76561198029177268
700,76561198029278666
701,76561198029309961
702,76561198029315913
703,76561198029374552
704,76561198029425366
705,76561198029440209
706,76561198029459442
707,76561198029477557
708,76561198029590215
709,76561198029668305
710,76561198029779898
711,76561198029841229
712,76561198029856327
713,76561198029863015
714,76561198029885414
715,76561198029888944
716,76561198029909934
717,76561198029991936
718,76561198030076694
719,76561198030139566
720,76561198030147448
721,76561198030165043
722,76561198030185924
723,76561198030211016
724,76561198030318141
725,76561198030362873
726,76561198030405209
727,76561198030435912
728,76561198030521731
729,76561198030652936
730,76561198030848493
731,76561198030851637
732,76561198030900936
733,76561198030915167
734,76561198030938606
735,76561198031062201
736,76561198031139114
737,76561198031165376
738,76561198031168136
739,76561198031179160
740,76561198031193443
741,76561198031254234
742,76561198031476462
743,76561198031513719
744,76561198031571994
745,76561198031573535
746,76561198031604683
747,76561198031668425
748,76561198031754320
749,76561198031785388
750,76561198031787813
751,76561198031822010
752,76561198031882142
753,76561198031934521
754,76561198031963241
755,76561198032037567
756,76561198032115417
757,76561198032213598
758,76561198032292273
759,76561198032343569
760,76561198032380585
761,76561198032382249
762,76561198032516184
763,76561198032606919
764,76561198032608504
765,76561198032782718
766,76561198032824676
767,76561198032943676
768,76561198032968520
769,76561198033089250
770,76561198033161690
771,76561198033191354
772,76561198033248181
773,76561198033357261
774,76561198033639819
775,76561198033673964
776,76561198033749767
777,76561198033756955
778,76561198033775529
779,76561198033775835
780,76561198033803142
781,76561198033807841
782,76561198033847436
783,76561198033854273
784,76561198033887340
785,76561198033918978
786,76561198033946311
787,76561198034228115
788,76561198034241967
789,76561198034271112
790,76561198034307537
791,76561198034393038
792,76561198034490427
793,76561198034580856
794,76561198034588968
795,76561198034630921
796,76561198034648579
797,76561198034669513
798,76561198034742298
799,76561198034743819
800,76561198034790598
801,76561198034805813
802,76561198034848017
803,76561198034848372
804,76561198034890427
805,76561198034891300
806,76561198035026020
807,76561198035179557
808,76561198035352189
809,76561198035455133
810,76561198035513495
811,76561198035554804
812,76561198035559425
813,76561198035575221
814,76561198035608045
815,76561198035667531
816,76561198035690089
817,76561198035710063
818,76561198035803168
819,76561198035885260
820,76561198036015825
821,76561198036016971
822,76561198036037901
823,76561198036072474
824,76561198036274294
825,76561198036370400
826,76561198036383576
827,76561198036427945
828,76561198036542582
829,76561198036575815
830,76561198036698143
831,76561198036705120
832,76561198036822363
833,76561198036858614
834,76561198036883029
835,76561198036926172
836,76561198036974951
837,76561198036985096
838,76561198037037402
839,76561198037110226
840,76561198037314081
841,76561198037314967
842,76561198037326351
843,76561198037411887
844,76561198037442189
845,76561198037551525
846,76561198037551562
847,76561198037558126
848,76561198037770728
849,76561198037782951
850,76561198037849409
851,76561198038010909
852,76561198038043889
853,76561198038073322
854,76561198038108688
855,76561198038233701
856,76561198038371906
857,76561198038461450
858,76561198038501049
859,76561198038524803
860,76561198038526863
861,76561198038565716
862,76561198038614897
863,76561198038636718
864,76561198038642528
865,76561198038770749
866,76561198039011939
867,76561198039033260
868,76561198039086505
869,76561198039116226
870,76561198039145139
871,76561198039148657
872,76561198039155781
873,76561198039195958
874,76561198039260858
875,76561198039321121
876,76561198039321897
877,76561198039464847
878,76561198039469600
879,76561198039479569
880,76561198039572606
881,76561198039592144
882,76561198039601607
883,76561198039622840
884,76561198039645284
885,76561198039725253
886,76561198039874090
887,76561198039874809
888,76561198039943685
889,76561198039986940
890,76561198040034667
891,76561198040075589
892,76561198040092872
893,76561198040132221
894,76561198040135301
895,76561198040182443
896,76561198040221521
897,76561198040270647
898,76561198040274055
899,76561198040315657
900,76561198040316697
901,76561198040335179
902,76561198040437182
903,76561198040446729
904,76561198040502129
905,76561198040565336
906,76561198040571190
907,76561198040584239
908,76561198040740271
909,76561198040765527
910,76561198040820678
911,76561198040824712
912,76561198040826825
913,76561198040864495
914,76561198040882359
915,76561198040884826
916,76561198040885407
917,76561198040928888
918,76561198040934136
919,76561198040962561
920,76561198040992485
921,76561198041013291
922,76561198041024471
923,76561198041081496
924,76561198041132486
925,76561198041135550
926,76561198041144219
927,76561198041204573
928,76561198041275594
929,76561198041284414
930,76561198041327912
931,76561198041345605
932,76561198041368338
933,76561198041406291
934,76561198041525595
935,76561198041531118
936,76561198041588821
937,76561198041601455
938,76561198041628831
939,76561198041734250
940,76561198041753155
941,76561198041810721
942,76561198041830010
943,76561198041838864
944,76561198041839971
945,76561198041859471
946,76561198041895699
947,76561198041899059
948,76561198041925090
949,76561198041962054
950,76561198041997918
951,76561198042019083
952,76561198042026186
953,76561198042029779
954,76561198042030808
955,76561198042056268
956,76561198042071985
957,76561198042080247
958,76561198042120680
959,76561198042151455
960,76561198042174434
961,76561198042262731
962,76561198042291745
963,76561198042311116
964,76561198042342239
965,76561198042488245
966,76561198042498418
967,76561198042506853
968,76561198042510935
969,76561198042592045
970,76561198042636361
971,76561198042649112
972,76561198042680199
973,76561198042746225
974,76561198042751537
975,76561198042812242
976,76561198042817447
977,76561198042820263
978,76561198042832977
979,76561198042852639
980,76561198042865102
981,76561198042925968
982,76561198043058295
983,76561198043078728
984,76561198043129925
985,76561198043158994
986,76561198043173923
987,76561198043229924
988,76561198043266918
989,76561198043268126
990,76561198043269140
991,76561198043345969
992,76561198043402916
993,76561198043428287
994,76561198043506443
995,76561198043781655
996,76561198043831737
997,76561198043859293
998,76561198043924091
999,76561198043969359
1000,76561198044001601
1001,76561198044047862
1002,76561198044053170
1003,76561198044061436
1004,76561198044093879
1005,76561198044102074
1006,76561198044116994
1007,76561198044139023
1008,76561198044160042
1009,76561198044174266
1010,76561198044205684
1011,76561198044210490
1012,76561198044225128
1013,76561198044254129
1014,76561198044323417
1015,76561198044468444
1016,76561198044559634
1017,76561198044629163
1018,76561198044670246
1019,76561198044671376
1020,76561198044673937
1021,76561198044721952
1022,76561198044765209
1023,76561198044766036
1024,76561198044782361
1025,76561198044823916
1026,76561198044853533
1027,76561198044902492
1028,76561198044913897
1029,76561198044956259
1030,76561198044958266
1031,76561198045051231
1032,76561198045078492
1033,76561198045086703
1034,76561198045133933
1035,76561198045195160
1036,76561198045227847
1037,76561198045248171
1038,76561198045261204
1039,76561198045320042
1040,76561198045324682
1041,76561198045332050
1042,76561198045345750
1043,76561198045361612
1044,76561198045372410
1045,76561198045379169
1046,76561198045598871
1047,76561198045617043
1048,76561198045745629
1049,76561198045768864
1050,76561198045784845
1051,76561198045788421
1052,76561198045823830
1053,76561198045829938
1054,76561198045834896
1055,76561198045888198
1056,76561198045896296
1057,76561198045900230
1058,76561198045917951
1059,76561198045937278
1060,76561198045949147
1061,76561198045949344
1062,76561198045973059
1063,76561198046000476
1064,76561198046021452
1065,76561198046071247
1066,76561198046138156
1067,76561198046179632
1068,76561198046195413
1069,76561198046204829
1070,76561198046227486
1071,76561198046277492
1072,76561198046298762
1073,76561198046349769
1074,76561198046423722
1075,76561198046457923
1076,76561198046458098
1077,76561198046522409
1078,76561198046599847
1079,76561198046609856
1080,76561198046678285
1081,76561198046697460
1082,76561198046709595
1083,76561198046712609
1084,76561198046759224
1085,76561198046771288
1086,76561198046775182
1087,76561198046810585
1088,76561198046842747
1089,76561198046917927
1090,76561198046968172
1091,76561198046972503
1092,76561198047084411
1093,76561198047134765
1094,76561198047146398
1095,76561198047170243
1096,76561198047211327
1097,76561198047244360
1098,76561198047282844
1099,76561198047333865
1100,76561198047431838
1101,76561198047447879
1102,76561198047479887
1103,76561198047500648
1104,76561198047513028
1105,76561198047564209
1106,76561198047580604
1107,76561198047642378
1108,76561198047644790
1109,76561198047762707
1110,76561198047766252
1111,76561198047801268
1112,76561198047833313
1113,76561198047887699
1114,76561198047985465
1115,76561198047994935
1116,76561198048038533
1117,76561198048164988
1118,76561198048267838
1119,76561198048294228
1120,76561198048371401
1121,76561198048385501
1122,76561198048408831
1123,76561198048521534
1124,76561198048541367
1125,76561198048564122
1126,76561198048591097
1127,76561198048791776
1128,76561198048798365
1129,76561198048808384
1130,76561198048814159
1131,76561198048932553
1132,76561198048989828
1133,76561198049009806
1134,76561198049086625
1135,76561198049088342
1136,76561198049099914
1137,76561198049114718
1138,76561198049114955
1139,76561198049338511
1140,76561198049383530
1141,76561198049424590
1142,76561198049430943
1143,76561198049467438
1144,76561198049538493
1145,76561198049539458
1146,76561198049575899
1147,76561198049615040
1148,76561198049619536
1149,76561198049639893
1150,76561198049720364
1151,76561198049736293
1152,76561198049752020
1153,76561198049829603
1154,76561198049898331
1155,76561198049898428
1156,76561198049925943
1157,76561198049963710
1158,76561198049981943
1159,76561198050016192
1160,76561198050022527
1161,76561198050030821
1162,76561198050191841
1163,76561198050204152
1164,76561198050262005
1165,76561198050265199
1166,76561198050288510
1167,76561198050323582
1168,76561198050326994
1169,76561198050329458
1170,76561198050443760
1171,76561198050481930
1172,76561198050586502
1173,76561198050650072
1174,76561198050761233
1175,76561198050856624
1176,76561198050863556
1177,76561198050875408
1178,76561198050917334
1179,76561198050938889
1180,76561198051050299
1181,76561198051054665
1182,76561198051098530
1183,76561198051166015
1184,76561198051187662
1185,76561198051214924
1186,76561198051228771
1187,76561198051287465
1188,76561198051309858
1189,76561198051358690
1190,76561198051360847
1191,76561198051389571
1192,76561198051442395
1193,76561198051448614
1194,76561198051454347
1195,76561198051507008
1196,76561198051509296
1197,76561198051553294
1198,76561198051591728
1199,76561198051679166
1200,76561198051832304
1201,76561198051838998
1202,76561198051906242
1203,76561198052037416
1204,76561198052063810
1205,76561198052074989
1206,76561198052116403
1207,76561198052186372
1208,76561198052195881
1209,76561198052227324
1210,76561198052257331
1211,76561198052278672
1212,76561198052312392
1213,76561198052325095
1214,76561198052328892
1215,76561198052352849
1216,76561198052470174
1217,76561198052487455
1218,76561198052501430
1219,76561198052523236
1220,76561198052535412
1221,76561198052541137
1222,76561198052558483
1223,76561198052609356
1224,76561198052621509
1225,76561198052669305
1226,76561198052688224
1227,76561198052767864
1228,76561198052968814
1229,76561198052999656
1230,76561198053068399
1231,76561198053087366
1232,76561198053134774
1233,76561198053255275
1234,76561198053389677
1235,76561198053426601
1236,76561198053443329
1237,76561198053458040
1238,76561198053488392
1239,76561198053555496
1240,76561198053573142
1241,76561198053576873
1242,76561198053628200
1243,76561198053637198
1244,76561198053677443
1245,76561198053750630
1246,76561198053814782
1247,76561198053821666
1248,76561198053989179
1249,76561198054012346
1250,76561198054077854
1251,76561198054092046
1252,76561198054095478
1253,76561198054151908
1254,76561198054199246
1255,76561198054257439
1256,76561198054368100
1257,76561198054386615
1258,76561198054393997
1259,76561198054409989
1260,76561198054505756
1261,76561198054611637
1262,76561198054628201
1263,76561198054638542
1264,76561198054712285
1265,76561198054730028
1266,76561198054732023
1267,76561198054739799
1268,76561198054758080
1269,76561198054777042
1270,76561198054782538
1271,76561198054811890
1272,76561198054872393
1273,76561198054929051
1274,76561198054983234
1275,76561198054992628
1276,76561198055011905
1277,76561198055178881
1278,76561198055276898
1279,76561198055279581
1280,76561198055374504
1281,76561198055377925
1282,76561198055462120
1283,76561198055462780
1284,76561198055474477
1285,76561198055574341
1286,76561198055603950
1287,76561198055623544
1288,76561198055644195
1289,76561198055679494
1290,76561198055703280
1291,76561198055742400
1292,76561198055755268
1293,76561198055757181
1294,76561198055838034
1295,76561198055846827
1296,76561198055858372
1297,76561198055880365
1298,76561198055909998
1299,76561198056018622
1300,76561198056156657
1301,76561198056179923
1302,76561198056184833
1303,76561198056211205
1304,76561198056229932
1305,76561198056266796
1306,76561198056296724
1307,76561198056331036
1308,76561198056332063
1309,76561198056381579
1310,76561198056402422
1311,76561198056449126
1312,76561198056481287
1313,76561198056529389
1314,76561198056695566
1315,76561198056751334
1316,76561198056762520
1317,76561198056859329
1318,76561198056873457
1319,76561198056877146
1320,76561198056885314
1321,76561198056920499
1322,76561198056935754
1323,76561198056990557
1324,76561198057012900
1325,76561198057075005
1326,76561198057120370
1327,76561198057208834
1328,76561198057214525
1329,76561198057225423
1330,76561198057230501
1331,76561198057260377
1332,76561198057280002
1333,76561198057303580
1334,76561198057357477
1335,76561198057361629
1336,76561198057373956
1337,76561198057381442
1338,76561198057456142
1339,76561198057499018
1340,76561198057525576
1341,76561198057588417
1342,76561198057609587
1343,76561198057628582
1344,76561198057720480
1345,76561198057729618
1346,76561198057767020
1347,76561198057771673
1348,76561198057796365
1349,76561198057798854
1350,76561198057802953
1351,76561198057826556
1352,76561198057877752
1353,76561198057932136
1354,76561198057986304
1355,76561198058002783
1356,76561198058010440
1357,76561198058013875
1358,76561198058015199
1359,76561198058035322
1360,76561198058088990
1361,76561198058096130
1362,76561198058113428
1363,76561198058125604
1364,76561198058156270
1365,76561198058191433
1366,76561198058194112
1367,76561198058236405
1368,76561198058269022
1369,76561198058295028
1370,76561198058327390
1371,76561198058365811
1372,76561198058399654
1373,76561198058428037
1374,76561198058453061
1375,76561198058489117
1376,76561198058499138
1377,76561198058513470
1378,76561198058563788
1379,76561198058569027
1380,76561198058792859
1381,76561198058796585
1382,76561198058798345
1383,76561198058823737
1384,76561198058834076
1385,76561198058858483
1386,76561198058868172
1387,76561198058890184
1388,76561198058896238
1389,76561198058927476
1390,76561198058931487
1391,76561198058997209
1392,76561198059062269
1393,76561198059084420
1394,76561198059187199
1395,76561198059232242
1396,76561198059238990
1397,76561198059264060
1398,76561198059284668
1399,76561198059292180
1400,76561198059350440
1401,76561198059350817
1402,76561198059373902
1403,76561198059384333
1404,76561198059418715
1405,76561198059450095
1406,76561198059462508
1407,76561198059510941
1408,76561198059514715
1409,76561198059666129
1410,76561198059772038
1411,76561198059802752
1412,76561198059816493
1413,76561198059827828
1414,76561198059907258
1415,76561198059935923
1416,76561198059955211
1417,76561198059981369
1418,76561198060012837
1419,76561198060014636
1420,76561198060040808
1421,76561198060100847
1422,76561198060117476
1423,76561198060118355
1424,76561198060141305
1425,76561198060234120
1426,76561198060243741
1427,76561198060314429
1428,76561198060316465
1429,76561198060335354
1430,76561198060344426
1431,76561198060363260
1432,76561198060412430
1433,76561198060428315
1434,76561198060457466
1435,76561198060527243
1436,76561198060536518
1437,76561198060548126
1438,76561198060553797
1439,76561198060569848
1440,76561198060584800
1441,76561198060587537
1442,76561198060633327
1443,76561198060671784
1444,76561198060722427
1445,76561198060743860
1446,76561198060775881
1447,76561198060805574
1448,76561198060931234
1449,76561198060932976
1450,76561198060984502
1451,76561198061052870
1452,76561198061128214
1453,76561198061140494
1454,76561198061160076
1455,76561198061163393
1456,76561198061163876
1457,76561198061169690
1458,76561198061211870
1459,76561198061225363
1460,76561198061314467
1461,76561198061315831
1462,76561198061354520
1463,76561198061387125
1464,76561198061388764
1465,76561198061445491
1466,76561198061558907
1467,76561198061608379
1468,76561198061612586
1469,76561198061670726
1470,76561198061779223
1471,76561198061780887
1472,76561198061804070
1473,76561198061825619
1474,76561198061835512
1475,76561198061868873
1476,76561198061926929
1477,76561198061992878
1478,76561198062054229
1479,76561198062073645
1480,76561198062093570
1481,76561198062108233
1482,76561198062148080
1483,76561198062181477
1484,76561198062204536
1485,76561198062311110
1486,76561198062422746
1487,76561198062431903
1488,76561198062447084
1489,76561198062465227
1490,76561198062534800
1491,76561198062548038
1492,76561198062571715
1493,76561198062615851
1494,76561198062633546
1495,76561198062670477
1496,76561198062682684
1497,76561198062710671
1498,76561198062714374
